canonical_model,manufacturer,source_url
SK350LC,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK380SRLC,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK500LC,Kobelco,https://www.kobelcocm-global.com/products/excavators/
SK520LC,Kobelco,https://www.kobelcocm-global.com/products/excavators/
K008-5,Kubota,https://kuk.kubota-eu.com/construction-machinery/
U10-5,Kubota,https://kuk.kubota-eu.com/construction-machinery/
U17-3a,Kubota,https://kuk.kubota-eu.com/construction-machinery/
U27-4,Kubota,https://kuk.kubota-eu.com/construction-machinery/
U36-4,Kubota,https://kuk.kubota-eu.com/construction-machinery/
U48-5,Kubota,https://kuk.kubota-eu.com/construction-machinery/
U50-5,Kubota,https://kuk.kubota-eu.com/construction-machinery/
U55-5,Kubota,https://kuk.kubota-eu.com/construction-machinery/
KX018-4,Kubota,https://kuk.kubota-eu.com/construction-machinery/
KX027-4,Kubota,https://kuk.kubota-eu.com/construction-machinery/
KX030-4,Kubota,https://kuk.kubota-eu.com/construction-machinery/
KX037-4,Kubota,https://kuk.kubota-eu.com/construction-machinery/
KX057-5,Kubota,https://kuk.kubota-eu.com/construction-machinery/
KX080-5,Kubota,https://kuk.kubota-eu.com/construction-machinery/
SV08-1C,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO10-2A,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO12-2A,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO17-1E,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO23-6,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO25-6,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO26-6,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO27-6,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO33-6,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO35-6,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO38-7,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO50-6,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO55-6,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
ViO80-1A,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
SV100-7,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
SV100-2PB,Yanmar,https://www.yanmar.com/eu/construction/products/mini_excavator/
